ts,event,market_id,title,side,price,shares,cash_delta,pnl,balance_after,yes_qty,no_qty,paired_avg_cost,note
1779142825,FILL,540844,Will bitcoin hit $1m before GTA VI?,YES,0.49,0.510204,-0.24999996,0,19.75000004,0.510204,0,0,crossed ask=0.4890
